Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Salary_Experience_Ratio,Career_Stagnation_Ratio,Overall_Satisfaction_Index,Long_No_Promotion,Is_Overworked,Income_JobLevel_Ratio,Age_Group_Millennial,Age_Group_Gen_X,Age_Group_Boomer
0.4463504035345031,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,-0.6605306743650393,0,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,-0.08476638869339953,0.7260199409380492,2.1698771115828235,1,-1.1505541015749308,-0.42623001504290287,-1.584178240646517,-0.9320143892374165,-0.42499866454451996,-2.1307650568879932,-2.4938204216722384,-0.12383236911271409,-0.05847377001740713,-0.7761385133324532,0.25382346758168606,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.2882832888406072,0.31242541195109014,-0.4428442283697629,0,1,0.0698437982018306,False,True,False
1.3223652142096962,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,0.2546249253678617,1,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,-0.28307219586423016,1.4888761391146892,-0.6828168296701794,0,2.1293060069870897,2.346151056253851,1.1914379855160337,0.24198831185855807,-0.15107647365097865,0.2786385074391991,0.33809616377248186,0.6780776863749062,0.7856156760603863,-0.3724860758306997,0.8226047135345498,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.4205920742676927,0.5506295436846211,0.0533303262823339,0,0,-0.5116103456398287,False,False,True
0.008342998196906572,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9816233590152441,-1.6748408610979753,1.3548216997962514,1,-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.5619597599912906,0.2786385074391991,0.33809616377248186,-1.3266974523441444,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,-1.1493219047804206,-1.7837709473039816,0.0533303262823339,0,1,-1.1516815352685381,False,True,False
-0.42966440714069,1.4614661806180305,-0.7641208792270812,1.0617867539482457,1.1697805251007627,0,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7934281607847572,1.2432105837696696,-0.6828168296701794,1,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42499866454451996,0.2786385074391991,0.33809616377248186,0.27712265863109603,0.7856156760603863,0.43481879917280725,-1.1681296473004732,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.9291463582047006,1.0693852083487552,1.0456794355865275,0,1,-0.04806405251924747,True,False,False
-1.0866755151470848,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,-1.5756862740979403,1,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,-0.664977469929028,0.3258998974213038,2.373640964529467,0,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.6989208554380613,0.2786385074391991,0.33809616377248186,-0.9257424246003343,-0.6212000674026028,0.031166361671053786,-0.5993484013476095,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.3173298749364708,0.6617914718269354,-0.4428442283697629,0,0,0.705198673801697,True,False,False
-0.5391662584750891,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.7568920966594245,-0.34419928329096944,-1.0903445355634656,0,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42499866454451996,-0.6851229182916779,-1.0778621289498782,0.07664514475919097,0.7856156760603863,0.43481879917280725,0.5382140905581179,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.8663800437169561,1.426029727805347,1.5418539902386241,0,0,0.16619135621962583,True,False,False
2.4173837275536876,1.2928872289449382,-0.7641208792270812,0.08504925188071055,0.2546249253678617,0,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.8483471502561691,-0.6112270608399039,0.5397662880096791,1,1.3093409798465847,2.346151056253851,-1.584178240646517,2.5899937140505074,0.12284571724256264,0.2786385074391991,-1.0778621289498782,-1.1262199384722393,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-1.3478010160869132,-1.7837709473039816,-0.9390187830218596,0,1,-0.370120924774535,False,False,True
-0.7581699611438873,1.3771767047814845,1.827157989468953,-1.8684257522543597,1.1697805251007627,1,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8430620592191713,-0.1374635670938734,-0.6828168296701794,0,1.855984331273588,2.346151056253851,-0.6589728319256667,0.24198831185855807,-1.3837263326719145,-0.6851229182916779,0.33809616377248186,-1.1262199384722393,-1.1839263647877984,-0.7761385133324532,-1.1681296473004732,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2.706365423398335,-1.7837709473039816,0.5495048809344306,0,0,-0.3391280040135659,True,False,False
0.11784484953130571,-1.4539580424342708,1.7037637576262845,0.08504925188071055,1.1697805251007627,1,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.7270695519028283,-0.7766437419846911,-1.0903445355634656,0,1.5826626555600865,2.346151056253851,-0.6589728319256667,-0.9320143892374165,-0.15107647365097865,-0.6851229182916779,0.33809616377248186,0.4776001725030011,0.7856156760603863,-0.3724860758306997,1.1069953365109815,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.999240096340153,0.7840695927834813,0.0533303262823339,0,0,0.3108249864374818,False,True,False
-0.10115885313749257,1.230909673182772,2.197340684996958,0.08504925188071055,0.2546249253678617,1,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.2584850332138491,0.31817014596593995,1.3548216997962514,0,-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,1.4159910129545328,0.8076511944764159,0.2786385074391991,-1.0778621289498782,0.07664514475919097,0.7856156760603863,2.049428549179821,0.8226047135345498,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-1.043823178070674,1.426029727805347,0.0533303262823339,1,0,-0.4395181169132267,False,True,False
-0.2106607044718917,0.016149580244313087,0.8400041347276065,0.08504925188071055,-1.5756862740979403,1,0.8910731041795485,1.7855109940078144,-0.9614863916702531,-0.6608531809232983,-0.904415072561711,0.304397134281837,-1.0903445355634656,0,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.6989208554380613,1.7242806460355147,0.33809616377248186,-0.32430988298461916,-0.05847377001740713,-0.7761385133324532,-0.31495777837117767,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.846191058463935,0.6617914718269354,-0.4428442283697629,0,0,-0.6989153884995984,False,True,False
-0.8676718124782865,-1.6101414829549299,0.7166099028849382,-0.8916882501868245,1.1697805251007627,0,-0.8311549653184892,-1.0261667362455194,-0.05778754527941421,0.24620020465769926,-0.49838220898018415,-0.22923679800937558,-1.0903445355634656,1,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,-0.9320143892374165,-0.15107647365097865,0.2786385074391991,0.33809616377248186,0.4776001725030011,0.22288937867519068,-0.7761385133324532,1.1069953365109815,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.7232269113604023,0.05040086704420629,1.0456794355865275,0,1,-1.1429226663578296,True,False,False
-0.6486681098094882,-0.32844562979333136,2.0739464531542895,-1.8684257522543597,-1.5756862740979403,1,-1.7168722582031943,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7929685876511051,0.12042904964417642,-0.6828168296701794,0,0.4893759527060795,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.8358819508848319,-1.648884344022555,-1.0778621289498782,-0.32430988298461916,-0.6212000674026028,0.8384712366745607,-0.31495777837117767,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.3537884754003763,-0.560989737738523,0.0533303262823339,1,0,-0.04536901593133711,True,False,False
-0.3201625558062908,1.3474274780156446,1.2101868302556114,-0.8916882501868245,-0.6605306743650393,1,1.333931750621901,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.850415229357603,-0.7807194291157011,-1.0903445355634656,0,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-1.1098041417783733,-0.6851229182916779,0.33809616377248186,-0.9257424246003343,-0.6212000674026028,-0.3724860758306997,-0.5993484013476095,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.2860134378449811,0.6617914718269354,0.5495048809344306,0,0,-0.3822485894201316,True,False,False
-0.9771736638126857,-1.7340965944792623,1.827157989468953,0.08504925188071055,0.2546249253678617,1,-0.7819484490471167,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9958701261584556,-0.19199345008807683,0.9472939939029652,1,-0.3305890744344257,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.6989208554380613,1.2423999331700761,0.33809616377248186,-0.5247873968565242,-0.6212000674026028,-0.7761385133324532,-0.31495777837117767,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.048193698621258,-0.3164334958254312,-0.4428442283697629,0,1,-1.2352276694937592,True,False,False
-0.8676718124782865,1.4540288739265705,1.456975293940948,1.0617867539482457,-0.6605306743650393,0,-0.7327419327757442,1.7855109940078144,0.8459113011114247,-1.5679065665042957,0.8313926532418284,-0.5787621047273755,-0.6828168296701794,0,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.15107647365097865,-1.648884344022555,0.33809616377248186,0.6780776863749062,1.348341973445582,2.251254767930698,1.1069953365109815,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.1458742650062042,1.2176011125385078,-0.4428442283697629,1,0,0.514749421589365,True,False,False
